serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DADOJ6VZ8,05/12/2016 12:00:00 AM,LA MORENA BAKERY,91,A,1,ROUTINE INSPECTION,EE0000740,2106 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0065230,CA,90033,OW0028276,"PEREZ, PAULA",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA MORENA BAKERY,ACTIVE,PR0019922
DAETSSYIJ,05/12/2016 12:00:00 AM,LA PARRILLA,90,A,1,ROUTINE INSPECTION,EE0000740,2126 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0033495,CA,90033,OW0031288,"SALAS, MARIA C",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA PARRILLA,ACTIVE,PR0006264
DAEPUURD1,05/12/2016 12:00:00 AM,PRESS BROTHERS JUICERY,98,A,1,ROUTINE INSPECTION,EE0000721,317 S BROADWAY 3 F-2,LOS ANGELES,FA0165005,CA,90013,OW0128296,PRESS BROTHERS JUICERY LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESSED BROTHERS JUICERY,ACTIVE,PR0153308
DAKZZITBB,05/12/2016 12:00:00 AM,THE ROGER ROOM,95,A,1,ROUTINE INSPECTION,EE0000951,370 N LA CIENEGA BLVD,LOS ANGELES,FA0051678,CA,90048,OW0001626,ABSINTAE BROS LLC,RESTAURANT (31-60) SEATS LOW RISK,1633,THE ROGER ROOM,ACTIVE,PR0011101
DAXWMQNTX,05/12/2016 12:00:00 AM,EGG ROLL KING,91,A,1,ROUTINE INSPECTION,EE0000923,3111 N SAN FERNANDO RD,LOS ANGELES,FA0222859,CA,90065,OW0227641,EGG ROLL KING,RESTAURANT (0-30) SEATS HIGH RISK,1632,EGG ROLL KING,ACTIVE,PR0177901
DA2FS5H0T,05/12/2016 12:00:00 AM,TRIMANA,94,A,1,ROUTINE INSPECTION,EE0000721,633 5TH ST,LOS ANGELES,FA0174979,CA,90071,OW0181588,633 ELYAD CORP.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TRIMANA,ACTIVE,PR0168063
DA0XOTX4I,05/12/2016 12:00:00 AM,SUBWAY SANDWICH,96,A,1,ROUTINE INSPECTION,EE0000043,8511 VENICE BLVD,LOS ANGELES,FA0050051,CA,90034,OW0034518,"SURI, SUMER",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY SANDWICH,INACTIVE,PR0043503
DA0571552,05/12/2016 12:00:00 AM,SUPER GALLITO,92,A,1,ROUTINE INSPECTION,EE0000366,3822 E OLYMPIC BLVD,LOS ANGELES,FA0203817,CA,90023,OW0208936,C & S MANAGEMENT,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUPER GALLITO,ACTIVE,PR0176222
DANH6LGOP,05/12/2016 12:00:00 AM,EL CHUBASCO,96,A,1,ROUTINE INSPECTION,EE0000360,1228 W SUNSET BLVD,LOS ANGELES,FA0163528,CA,90026,OW0127133,JOSE MARIA FIGUEROA VERGARA,RESTAURANT (31-60) SEATS LOW RISK,1633,EL CHUBASCO,ACTIVE,PR0151747
DA8Z1SBPG,05/12/2016 12:00:00 AM,BERLIN CURRYWURST,95,A,1,ROUTINE INSPECTION,EE0000721,317 S BROADWAY ST #C1/2,LOS ANGELES,FA0149356,CA,90013,OW0004459,BERLIN CURRYWURST LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BERLIN CURRYWURST,ACTIVE,PR0135466
