serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAPP9WS5W,03/17/2017 12:00:00 AM,KIKKA SUSHI - WHOLE FOODS,90,A,1,ROUTINE INSPECTION,EE0001014,12746 W JEFFERSON BLVD,LOS ANGELES,FA0174882,CA,90066-7032,OW0017151,"ITO, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,KIKKA SUSHI - WHOLE FOODS,ACTIVE,PR0167947
DAT0C2K6G,03/17/2017 12:00:00 AM,WANDERLUST CREAMERY,97,A,1,ROUTINE INSPECTION,EE0000523,3134 GLENDALE BLVD,LOS ANGELES,FA0243048,CA,90039,OW0182802,WANDERLUST CREAMERY LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,WANDERLUST CREAMERY,ACTIVE,PR0191272
DAUAZYJNN,03/17/2017 12:00:00 AM,TBLA CATERING & CAFE,93,A,1,ROUTINE INSPECTION,EE0000366,765 S SANTEE ST,LOS ANGELES,FA0143633,CA,90014,OW0106696,TBLA INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,"TBLA, INC.",ACTIVE,PR0129560
DABWBMXYZ,03/17/2017 12:00:00 AM,TOM'S JR BURGERS,91,A,1,ROUTINE INSPECTION,EE0000799,1500 E SLAUSON AVE,LOS ANGELES,FA0072731,CA,90011,OW0028779,"POLITIS, SPIROS",RESTAURANT (31-60) SEATS HIGH RISK,1635,TOM'S JR BURGERS,INACTIVE,PR0023144
DA21IUFZQ,03/17/2017 12:00:00 AM,BRASIL KISS COFFEE BAR,94,A,1,ROUTINE INSPECTION,EE0000721,1010 WILSHIRE BLVD #111,LOS ANGELES,FA0170630,CA,90017,OW0178152,LUCIANO DOS SANTOS,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BRASIL KISS COFFEE BAR,ACTIVE,PR0160807
DAQCBSNAR,03/17/2017 12:00:00 AM,SUSHI NABEEYA,93,A,1,ROUTINE INSPECTION,EE0000366,766 SANTEE ST,LOS ANGELES,FA0242534,CA,90014-2206,OW0238138,NOLEY LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SUSHI NABEEYA,ACTIVE,PR0190717
DAURDEBJO,03/17/2017 12:00:00 AM,HONEYMEE,90,A,1,ROUTINE INSPECTION,EE0000338,11301 W OLYMPIC BLVD # 104,LOS ANGELES,FA0175380,CA,90064,OW0123816,"UBUNTU DEVELOPMENT, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HONEYMEE,ACTIVE,PR0168520
DAU1WNQSA,03/17/2017 12:00:00 AM,LA MONARCA BAKERY,95,A,1,ROUTINE INSPECTION,EE0000828,6091 SUNSET BLVD,LOS ANGELES,FA0158786,CA,90028,OW0123836,"LA MONARCA BAKERY V., LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA MONARCA BAKERY,ACTIVE,PR0146870
DA2080IKL,03/17/2017 12:00:00 AM,BEARD PAPA'S,90,A,1,ROUTINE INSPECTION,EE0000338,2130 SAWTELLE BLVD STE 110,LOS ANGELES,FA0176953,CA,90025,OW0182947,"MUGININOHO INTERNATIONAL, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BEARD PAPA'S,ACTIVE,PR0169883
DAQ7RXPGN,03/17/2017 12:00:00 AM,JOHNNIE'S MARKET,91,A,1,ROUTINE INSPECTION,EE0000420,2017 N EASTERN AVE,LOS ANGELES,FA0019067,CA,90032,OW0015575,"HIM, HEAP KIM",RESTAURANT (0-30) SEATS HIGH RISK,1632,JOHNNIE'S MARKET (TAKE OUT),ACTIVE,PR0024001
