serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAVKE86AR,12/06/2017 12:00:00 AM,RAMEN OF YORK,97,A,1,ROUTINE INSPECTION,EE0000746,5051 YORK BLVD,LOS ANGELES,FA0223998,CA,90042-1713,OW0228572,"RAMEN OF YORK, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,RAMEN OF YORK,ACTIVE,PR0179156
DAJJDFPEE,12/06/2017 12:00:00 AM,FRIDA,95,A,1,ROUTINE INSPECTION,EE0000911,10853 LINDBROOK DR,LOS ANGELES,FA0062366,CA,90024,OW0006311,"CASA AZUL CANTINA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,FRIDA,ACTIVE,PR0000983
DAPGPH6JC,12/06/2017 12:00:00 AM,LITTLE CAESAR'S #5960,93,A,1,ROUTINE INSPECTION,EE0000874,1005 W MLK BLVD,LOS ANGELES,FA0035328,CA,90037,OW0021931,"LITTLE CAESAR, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LITTLE CAESAR'S #5960,ACTIVE,PR0014452
DA5YCIG0U,12/06/2017 12:00:00 AM,BOSTON MARKET #850,90,A,1,ROUTINE INSPECTION,EE0000733,8901 S SEPULVEDA BLVD,LOS ANGELES,FA0006114,CA,90045,OW0005074,BOSTON MARKET,RESTAURANT (31-60) SEATS HIGH RISK,1635,BOSTON MARKET #850,ACTIVE,PR0012719
DAXVSD4VH,12/06/2017 12:00:00 AM,BREAKERS KOREAN  BBQ,91,A,1,ROUTINE INSPECTION,EE0000531,695 S VERMONT AVE # 110,LOS ANGELES,FA0252397,CA,90005-1349,OW0246177,BREAKERS  VC LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,BREAKERS KOREAN  BBQ,ACTIVE,PR0201660
DAOLMK9PM,12/06/2017 12:00:00 AM,TARGET STORE T-3262,95,A,1,ROUTINE INSPECTION,EE0000923,4211 EAGLE ROCK BLVD,LOS ANGELES,FA0251642,CA,90065,OW0035036,TARGET CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,TARGET STORE T-3262 - STARBUCKS,ACTIVE,PR0200810
DAY82BLUS,12/06/2017 12:00:00 AM,ABBY'S DINER,96,A,1,ROUTINE INSPECTION,EE0000746,4862 EAGLE ROCK BLVD,LOS ANGELES,FA0004390,CA,90041,OW0002784,ANONG ANUTIN,RESTAURANT (0-30) SEATS HIGH RISK,1632,ABBY'S DINER,ACTIVE,PR0014540
DA2T81ELU,12/06/2017 12:00:00 AM,JACK IN THE BOX # 3215,94,A,1,ROUTINE INSPECTION,EE0000884,1900 W 6TH ST,LOS ANGELES,FA0245606,CA,90057,OW0240624,"FEAST FOODS, LLC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,JACK IN THE BOX # 3215,ACTIVE,PR0193988
DAVPDAKNV,12/06/2017 12:00:00 AM,PHO PALACE,94,A,1,ROUTINE INSPECTION,EE0000360,861 N SPRING ST STE 103,LOS ANGELES,FA0249108,CA,90012,OW0243410,UNITED WYN SERVICES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO PALACE,ACTIVE,PR0197814
DAVI3WLCY,12/06/2017 12:00:00 AM,PIZZA ROSSA,96,A,1,ROUTINE INSPECTION,EE0000905,4040 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,FA0174562,CA,90008,OW0181210,SOLOMON FESSHAYE BERHE,RESTAURANT (0-30) SEATS HIGH RISK,1632,PIZZA ROSSA,ACTIVE,PR0167578
DA2VDCBKG,12/06/2017 12:00:00 AM,LMU,96,A,1,ROUTINE INSPECTION,EE0000117,1 LMU DR #MS 8420,LOS ANGELES,FA0024180,CA,90045,OW0033334,SODEXO AMERICA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,LMU IGGY'S DINER,ACTIVE,PR0030360
DAIC1XZQC,12/06/2017 12:00:00 AM,ATTARI SANDWICHES,97,A,1,ROUTINE INSPECTION,EE0000924,1388 WESTWOOD BLVD STE 103,LOS ANGELES,FA0004430,CA,90024,OW0003336,"ATTARI SANDWICHES, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,ATTARI SANDWICHES,ACTIVE,PR0001678
