serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAEV070BY,10/05/2016 12:00:00 AM,HOT WINGS,92,A,1,ROUTINE INSPECTION,EE0000951,7011 MELROSE AVE,LOS ANGELES,FA0029453,CA,90038,OW0024154,MELROSE RESTAURANT INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,HOT WINGS,ACTIVE,PR0007215
DAZY8U86A,10/05/2016 12:00:00 AM,MI CASITA,94,A,1,ROUTINE INSPECTION,EE0001026,418 E VERNON AVE,LOS ANGELES,FA0024699,CA,90011,OW0030646,ROMERO AURORA H,RESTAURANT (0-30) SEATS HIGH RISK,1632,MI CASITA,ACTIVE,PR0016717
DAE55RNSQ,10/05/2016 12:00:00 AM,GUS'S WORLD FAMOUS FRIED CHICKEN,96,A,1,ROUTINE INSPECTION,EE0000854,4155 W PICO BLVD,LOS ANGELES,FA0224902,CA,90019,OW0229379,GFC ARLINGTON LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,GUS'S WORLD FAMOUS FRIED CHICKEN,ACTIVE,PR0180179
DATHCDMLD,10/05/2016 12:00:00 AM,FIRST SZECHWAN WOK,90,A,1,ROUTINE INSPECTION,EE0000911,10855 LINDBROOK DR,LOS ANGELES,FA0013677,CA,90024,OW0023973,"MCKINN, ANDREW OCHOA",RESTAURANT (31-60) SEATS HIGH RISK,1635,FIRST SZECHWAN WOK,ACTIVE,PR0036126
DARKZW0HZ,10/05/2016 12:00:00 AM,POKE BY HAWAII,95,A,1,ROUTINE INSPECTION,EE0000594,2516 S FIGUEROA ST,LOS ANGELES,FA0240162,CA,90007,OW0236314,WELLDON GROUP LLC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,POKE BY HAWAII,ACTIVE,PR0188169
DAALVYUBT,10/05/2016 12:00:00 AM,SNOW WHITE CAFE,91,A,1,ROUTINE INSPECTION,EE0000822,6769 HOLLYWOOD BLVD,LOS ANGELES,FA0048093,CA,90028,OW0018498,KARINE INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,SNOW WHITE CAFE,ACTIVE,PR0004522
DAJADRMTY,10/05/2016 12:00:00 AM,OUTPOST RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000709,1624 N CAHUENGA BLVD,LOS ANGELES,FA0027302,CA,90028,OW0027047,OUTPOST RESTAURANT LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,OUTPOST RESTAURANT,ACTIVE,PR0048011
DAM60DWX5,10/05/2016 12:00:00 AM,SUPER DONUTS,94,A,1,ROUTINE INSPECTION,EE0000707,4162 S BROADWAY,LOS ANGELES,FA0035460,CA,90037,OW0033550,SONGKHENG SANG,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUPER DONUTS,ACTIVE,PR0040655
DARWSMNHQ,10/05/2016 12:00:00 AM,KOREAN GARDENS RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000884,950 S VERMONT AVE,LOS ANGELES,FA0002200,CA,90006,OW0019895,KOREAN GARDENS RESTAURANT,RESTAURANT (61-150) SEATS HIGH RISK,1638,KOREAN GARDENS RESTAURANT,ACTIVE,PR0004821
DASR70HB1,10/05/2016 12:00:00 AM,STAPLES CENTER (LEVY),97,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EVENT LEVEL PANTRY,ACTIVE,PR0034000
DAIMK5W18,10/05/2016 12:00:00 AM,CHINATOWN EXPRESS #7,93,A,1,ROUTINE INSPECTION,EE0000721,2531 S SAN PEDRO ST # #A,LOS ANGELES,FA0014623,CA,90011,OW0035386,"THAI, BUNG",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINATOWN EXPRESS #7,INACTIVE,PR0029720
DAQEL0HKA,10/05/2016 12:00:00 AM,STAPLES CENTER (LEVY),98,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CATERING SUITE'S PANTRY,ACTIVE,PR0032655
DADD04WZC,10/05/2016 12:00:00 AM,BASKIN ROBBINS 31 FLAVORS 89,94,A,1,ROUTINE INSPECTION,EE0000951,7150 MELROSE AVE,LOS ANGELES,FA0058067,CA,90046,OW0027812,"PARK, LESLIE",RESTAURANT (0-30) SEATS LOW RISK,1630,BASKIN ROBBINS 31 FLAVORS 89,INACTIVE,PR0047423
DAHK7N7IX,10/05/2016 12:00:00 AM,STAPLES CENTER (LEVY),94,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STAND 316,ACTIVE,PR0023167
DA10NZWHU,10/05/2016 12:00:00 AM,SU SANG HAN CAFE,75,C,1,ROUTINE INSPECTION,EE0000884,2843 W OLYMPIC BLVD,LOS ANGELES,FA0049775,CA,90006,OW0027839,"PARK, SUN HEE",RESTAURANT (0-30) SEATS HIGH RISK,1632,SU SANG HAN CAFE,INACTIVE,PR0030211
DAYFLHRMJ,10/05/2016 12:00:00 AM,YOGURTLAND,97,A,1,ROUTINE INSPECTION,EE0000871,4733 W VENICE BLVD,LOS ANGELES,FA0074286,CA,90019,OW0024433,"MIDTOWN LEE, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,YOGURTLAND,ACTIVE,PR0037437
DAHNAWJZZ,10/05/2016 12:00:00 AM,SHAHAN'S ANARKALI RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000951,7013 MELROSE AVE,LOS ANGELES,FA0032637,CA,90038,OW0032394,SHAHYLAL CORP,RESTAURANT (61-150) SEATS HIGH RISK,1638,SHAHAN'S ANARKALI RESTAURANT,ACTIVE,PR0031908
DA0MS4OJJ,10/05/2016 12:00:00 AM,CUSCATLECA BAKERY,90,A,1,ROUTINE INSPECTION,EE0000923,2501 W SUNSET BLVD #A,LOS ANGELES,FA0138657,CA,90026,OW0101989,"CUSCATLECA, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CUSCATLECA BAKERY,ACTIVE,PR0123010
DAYKU1BL3,10/05/2016 12:00:00 AM,THE SIT-DOWN,95,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000904,4518 HOLLYWOOD BLVD,LOS ANGELES,FA0224613,CA,90027,OW0229077,CULINARY FOOD SERVICES LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE SIT-DOWN,ACTIVE,PR0179860
DAHFAF0YH,10/05/2016 12:00:00 AM,STAPLES CENTER (LEVY),98,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EVENTS SUITES PANTRY,ACTIVE,PR0040160
DAA7EX1LF,10/05/2016 12:00:00 AM,RICKS DRIVE IN & OUT,92,A,1,ROUTINE INSPECTION,EE0000923,2400 FLETCHER DR,LOS ANGELES,FA0069539,CA,90039,OW0024399,"MICHAELS, JOHN",RESTAURANT (61-150) SEATS HIGH RISK,1638,RICKS DRIVE IN & OUT,ACTIVE,PR0022418
DAJKUJLER,10/05/2016 12:00:00 AM,OLOCUILTA RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000869,3958 W 6TH ST,LOS ANGELES,FA0027023,CA,90020,OW0025288,"MULATO, CIPRIANA MEJIA",RESTAURANT (0-30) SEATS HIGH RISK,1632,OLOCUILTA RESTAURANT,ACTIVE,PR0033562
DA7ZP6CRA,10/05/2016 12:00:00 AM,MCDONALD'S #1121,95,A,1,ROUTINE INSPECTION,EE0000729,7123 S CRENSHAW BLVD,LOS ANGELES,FA0066649,CA,90043,OW0010276,D BAILEY MANAGEMENT COMPANY,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALDS,INACTIVE,PR0003812
DARV662NV,10/05/2016 12:00:00 AM,HONG KONG BOWL,90,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0001025,5834 S VERMONT AVE,LOS ANGELES,FA0063641,CA,90044,OW0020906,"LAV, SENG",RESTAURANT (0-30) SEATS HIGH RISK,1632,HONG KONG BOWL,ACTIVE,PR0034079
DAZOFTRTX,10/05/2016 12:00:00 AM,PURE PRESSED JUICE,98,A,1,ROUTINE INSPECTION,EE0000924,10844 W OLYMPIC BLVD,LOS ANGELES,FA0174163,CA,90006,OW0180865,DAWN LISA DAIL,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PURE PRESSED JUICE,ACTIVE,PR0167033
DAAVCDQHG,10/05/2016 12:00:00 AM,COFFEE & FOOD,97,A,1,ROUTINE INSPECTION,EE0000828,5630 MELROSE AVE,LOS ANGELES,FA0015906,CA,90038,OW0008443,"COFFEE & FOOD, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,COFFEE & FOOD,ACTIVE,PR0047931
DAKZJLWQ7,10/05/2016 12:00:00 AM,AROMA BAKERY CAFE,93,A,1,ROUTINE INSPECTION,EE0000835,7373 W SUNSET BLVD,LOS ANGELES,FA0166613,CA,90046,OW0129728,LEVY AND AMIEL INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,AROMA BAKERY CAFE,ACTIVE,PR0156931
DARZLXSJ3,10/05/2016 12:00:00 AM,CATCH 56,91,A,1,ROUTINE INSPECTION,EE0000857,5615 HOLLYWOOD BLVD,LOS ANGELES,FA0178940,CA,90027,OW0184583,AYLEEN DAVOUDI,RESTAURANT (0-30) SEATS HIGH RISK,1632,CATCH 56,ACTIVE,PR0172448
DAN9NQZIJ,10/05/2016 12:00:00 AM,TING GA TING GA,90,A,1,ROUTINE INSPECTION,EE0000884,3109 W OLYMPC BLVD 2FL,LOS ANGELES,FA0174537,CA,90006,OW0181185,NYSC ENTERPRISE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,TING GA TING GA,INACTIVE,PR0167551
DAEGQ74TI,10/05/2016 12:00:00 AM,SUNSET GRILL,92,A,1,ROUTINE INSPECTION,EE0000835,7439 W SUNSET BLVD,LOS ANGELES,FA0050228,CA,90046,OW0002196,ALL YEAR FOOD SERVICES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUNSET GRILL,ACTIVE,PR0010775
DAG0PK8OW,10/05/2016 12:00:00 AM,STAPLES CENTER (LEVY),97,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS LOW RISK,1630,BAR 110,ACTIVE,PR0034420
DALWKOLUN,10/05/2016 12:00:00 AM,PALM TREE LA,90,A,1,ROUTINE INSPECTION,EE0000531,3240 W WILSHIRE BLVD # #401,LOS ANGELES,FA0042923,CA,90010,OW0027367,PALM TREE INVESTMENT,RESTAURANT (151 + ) SEATS HIGH RISK,1641,PALM TREE LA,INACTIVE,PR0047364
DAAXIZ0ZW,10/05/2016 12:00:00 AM,BIRCH,94,A,1,ROUTINE INSPECTION,EE0000709,1634 N CAHUENGA BLVD,LOS ANGELES,FA0170275,CA,90028-6202,OW0178086,"CAHUENGA REST. PARTNERS, L.P",RESTAURANT (31-60) SEATS HIGH RISK,1635,BIRCH,ACTIVE,PR0160738
DAHP26PKI,10/05/2016 12:00:00 AM,DEMITASSE,90,A,1,ROUTINE INSPECTION,EE0000709,1542 N CAHUENGA BLVD,LOS ANGELES,FA0203664,CA,90028,OW0208813,"DEMITASSE, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,DEMITASSE,INACTIVE,PR0176066
DA0KECG6C,10/05/2016 12:00:00 AM,MCDONALD'S # 24341,98,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000633,1111 S FIGUEROA ST # 334,LOS ANGELES,FA0039390,CA,90015,OW0031523,SANCHEZ FAMILY CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MC DONALDS,ACTIVE,PR0039039
DAYPVQWL8,10/05/2016 12:00:00 AM,THE GARDEN JUICE BAR,95,A,1,ROUTINE INSPECTION,EE0000721,322 W 7TH ST,LOS ANGELES,FA0051379,CA,90014,OW0031751,"SANTIAGO, JOSE",RESTAURANT (61-150) SEATS HIGH RISK,1638,THE GARDEN JUICE BAR,ACTIVE,PR0030159
DAKKJVGYY,10/05/2016 12:00:00 AM,ROYAL FISH MARKET,87,B,1,ROUTINE INSPECTION,EE0000707,4166 S BROADWAY,LOS ANGELES,FA0069833,CA,90037,OW0030864,ROYAL FISH MARKET INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,ROYAL FISH MARKET,ACTIVE,PR0017080
DAGFREPIE,10/05/2016 12:00:00 AM,LADY M CONFECTIONS,100,A,1,ROUTINE INSPECTION,EE0000659,8718 W 3RD ST,LOS ANGELES,FA0137497,CA,90048,OW0100529,LADY M WEST-THIRD LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LADY M CONFECTIONS,ACTIVE,PR0121597
DAW6VHE6S,10/05/2016 12:00:00 AM,THE SIDEWALK GRILL,93,A,1,ROUTINE INSPECTION,EE0000846,1727 N VERMONT AVE STE 102,LOS ANGELES,FA0072472,CA,90027,OW0032497,SHEKARCHI EIMON M.,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE SIDEWALK GRILL,ACTIVE,PR0030782
DARS4JLOW,10/05/2016 12:00:00 AM,GIGI'S BAKERY & CAFE,91,A,1,ROUTINE INSPECTION,EE0001006,2200 W TEMPLE ST,LOS ANGELES,FA0062676,CA,90026,OW0013219,GIGI'S BAKERY INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,GIGI'S BAKERY & CAFE,ACTIVE,PR0045504
DADFOKASS,10/05/2016 12:00:00 AM,JINO'S PIZZA,96,A,1,ROUTINE INSPECTION,EE0001064,8522 S WESTERN AVE # C,LOS ANGELES,FA0163341,CA,90047-3052,OW0126963,POORAN BASHIRIAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,JINO'S PIZZA,ACTIVE,PR0151528
DASKLJ00F,10/05/2016 12:00:00 AM,MONTE CRISTO BANQUET HALL,94,A,1,ROUTINE INSPECTION,EE0000846,1767 N VERMONT AVE,LOS ANGELES,FA0067141,CA,90027,OW0024292,"MESTCHYAN, KHACHIG",RESTAURANT (151 + ) SEATS MODERATE RISK,1640,MONTE CRISTO BANQUET HALL,ACTIVE,PR0007600
DAQWPH690,10/05/2016 12:00:00 AM,BAHAY KUBO RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0001006,2330 W TEMPLE ST,LOS ANGELES,FA0007794,CA,90026,OW0003706,BAHAN KUBO RESTAURANT INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BAHAY JUBO RESTAURANT,ACTIVE,PR0042294
DAT99FLHY,10/05/2016 12:00:00 AM,STARBUCKS #29377,97,A,1,ROUTINE INSPECTION,EE0001006,534 S OCCIDENTAL BLVD,LOS ANGELES,FA0225964,CA,90057,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS #29377,ACTIVE,PR0181287
DANSY0XRW,10/05/2016 12:00:00 AM,IL CAPRICCIO ON VERMONT,95,A,1,ROUTINE INSPECTION,EE0000846,1757 N VERMONT AVE,LOS ANGELES,FA0063840,CA,90027,OW0025787,"NEIVILLER, ERMANNO M",RESTAURANT (31-60) SEATS HIGH RISK,1635,IL CAPRICCIO ON VERMONT,ACTIVE,PR0047708
DAOVZYDRH,10/05/2016 12:00:00 AM,D'S ORIGINAL TAKE OUT GRILL,94,A,1,ROUTINE INSPECTION,EE0001064,7873 S WESTERN AVE,LOS ANGELES,FA0061163,CA,90047,OW0033901,STALWORTH DAMON,RESTAURANT (0-30) SEATS HIGH RISK,1632,D'S ORIGINAL TAKE OUT GRILL,ACTIVE,PR0006130
DAA4NBLLG,10/05/2016 12:00:00 AM,MARISCOS LOS KABOS,84,B,1,ROUTINE INSPECTION,EE0001003,4168 W BEVERLY BLVD,LOS ANGELES,FA0066458,CA,90004,OW0003504,"AYALA, LETICIA",RESTAURANT (0-30) SEATS LOW RISK,1630,MARISCOS LOS KABOS,ACTIVE,PR0043812
DAEOB3LXX,10/05/2016 12:00:00 AM,"KAPISTAHAN GRILL, SEAFOOD AND SIZZLING",90,A,1,ROUTINE INSPECTION,EE0001006,1925 W TEMPLE ST STE 103,LOS ANGELES,FA0163207,CA,90026,OW0126872,SALIHA FOOD SERVICES INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,"KAPISTAHAN GRILL, SEAFOOD AND SIZZLING",ACTIVE,PR0151399
DAGLIDI57,10/05/2016 12:00:00 AM,AUTENTICO SABOR CASERO,95,A,1,ROUTINE INSPECTION,EE0001064,7526 S HOOVER ST,LOS ANGELES,FA0023832,CA,90044,OW0100239,"GARDUNO, ROBERTO ROJAS",RESTAURANT (0-30) SEATS HIGH RISK,1632,AUTENTICO SABOR CASERO,ACTIVE,PR0031796
DAY5F50P8,10/05/2016 12:00:00 AM,M'DEARS BAKERY & BISTRO,90,A,1,ROUTINE INSPECTION,EE0001064,7717 S WESTERN AVE,LOS ANGELES,FA0038692,CA,90047,OW0029878,REESE CARRIE,RESTAURANT (0-30) SEATS HIGH RISK,1632,M'DEARS BAKERY & BISTRO,ACTIVE,PR0022689
DAEDWW0GF,10/05/2016 12:00:00 AM,KING TERIYAKI BURGER,96,A,1,ROUTINE INSPECTION,EE0001006,1825 W 6TH ST,LOS ANGELES,FA0032338,CA,90057,OW0030085,"RHEE, KYUNG SUK",RESTAURANT (0-30) SEATS HIGH RISK,1632,KING TERIYAKI BURGER,INACTIVE,PR0018262
DAITTGVKJ,10/05/2016 12:00:00 AM,MAYAN RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0001006,1811 W 6TH ST,LOS ANGELES,FA0066605,CA,90057,OW0023832,"MAYAN, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MAYAN RESTAURANT,ACTIVE,PR0012799
DAWS8RWM0,10/04/2016 12:00:00 AM,CENTRAL KITCHEN AT THE LORENZO,95,A,1,ROUTINE INSPECTION,EE0000721,325 W ADAMS BLVD,LOS ANGELES,FA0138041,CA,90007,OW0101448,325 WEST CAFE INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,CENTRAL KITCHEN AT THE LORENZO,ACTIVE,PR0122270
DAVZWMM0A,10/04/2016 12:00:00 AM,FLYING FOOD GROUP PACIFIC INC,96,A,1,ROUTINE INSPECTION,EE0000037,6757 W IMPERIAL HWY,LOS ANGELES,FA0143311,CA,90045-6310,OW0106433,FLYING FOOD GROUP PACIFIC INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,FLYING FOOD GROUP PACIFIC INC,ACTIVE,PR0127801
DAQX0ZEJ0,10/04/2016 12:00:00 AM,BOBA TIME - HIGHLAND,97,A,1,ROUTINE INSPECTION,EE0000871,5001 WILSHIRE BLVD STE 104,LOS ANGELES,FA0240087,CA,90036-6106,OW0236250,"BOBA TIME , INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BOBA TIME - HIGHLAND,ACTIVE,PR0188093
DAHTFQ4YW,10/04/2016 12:00:00 AM,LAS CHAMPAS 12,92,A,1,ROUTINE INSPECTION,EE0001049,4509 WHITTIER BLVD,LOS ANGELES,FA0221758,CA,90022-2407,OW0226763,ROGELIO C. MURO,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LAS CHAMPAS 12,INACTIVE,PR0176759
DADY97Z7X,10/04/2016 12:00:00 AM,CHO MAN WON,90,A,1,ROUTINE INSPECTION,EE0000884,2881 W OLYMPIC BLVD,LOS ANGELES,FA0015045,CA,90006,OW0000010,"1 EVEN, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHO MAN WON,ACTIVE,PR0021365
DABKPZA0H,10/04/2016 12:00:00 AM,MILLIE'S COFFEE SHOP,96,A,1,ROUTINE INSPECTION,EE0000904,3524 W SUNSET BLVD,LOS ANGELES,FA0066966,CA,90026,OW0003629,"BABISH, IVETTE",RESTAURANT (0-30) SEATS HIGH RISK,1632,MILLIE'S COFFEE SHOP,ACTIVE,PR0031846
DAKFOO9SM,10/04/2016 12:00:00 AM,WAKO DONKASU,93,A,1,ROUTINE INSPECTION,EE0000884,2904 W OLYMPIC BLVD,LOS ANGELES,FA0179887,CA,90006,OW0185367,"WAKO DONKASU II, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,WAKO DONKASU,ACTIVE,PR0173558
DAUDIIXXP,10/04/2016 12:00:00 AM,HURRY CURRY INDIAN FOOD,93,A,1,ROUTINE INSPECTION,EE0000732,12825 VENICE BLVD,LOS ANGELES,FA0029701,CA,90066,OW0022986,MAKKAR MUNISH,RESTAURANT (0-30) SEATS HIGH RISK,1632,HURRY CURRY INDIAN FOOD,ACTIVE,PR0008640
DAJY4CEKW,10/04/2016 12:00:00 AM,SUPER A FOODS,90,A,1,ROUTINE INSPECTION,EE0000923,2925 DIVISION ST,LOS ANGELES,FA0035292,CA,90065,OW0034451,SUPER A FOODS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUPER A FOODS-BAKERY,ACTIVE,PR0039987
DAPCIVC99,10/04/2016 12:00:00 AM,CAFE VERONA,83,B,1,ROUTINE INSPECTION,EE0000828,201 S LA BREA AVE,LOS ANGELES,FA0012203,CA,90036,OW0010961,ELICE CELESTINO,RESTAURANT (31-60) SEATS HIGH RISK,1635,CAFE VERONA,ACTIVE,PR0001809
DAJAYQMEJ,10/04/2016 12:00:00 AM,BIRD'S NEST CAFE,99,A,1,ROUTINE INSPECTION,EE0000800,2403 S VERMONT AVE,LOS ANGELES,FA0240570,CA,90007,OW0236644,"ILLIMITABLE , INC .",RESTAURANT (0-30) SEATS HIGH RISK,1632,BIRD'S NEST CAFE,ACTIVE,PR0188596
DA1AOJEWS,10/04/2016 12:00:00 AM,LOS ANGELES CITY COLLEGE STUDENT UNION KITCHEN 1F,97,A,1,ROUTINE INSPECTION,EE0000495,855 N VERMONT AVE,LOS ANGELES,FA0021197,CA,90029,OW0020533,LOS ANGELES CITY COLLEGE,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,LACC STUDENT UNION KITCHEN 3,INACTIVE,PR0033609
DAIW8PV0S,10/04/2016 12:00:00 AM,SUBWAY #3707,100,A,1,ROUTINE INSPECTION,EE0000950,289 S ATLANTIC BLVD,LOS ANGELES,FA0158119,CA,90022,OW0123217,LAKSH ENTERPRISES INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #3707,ACTIVE,PR0146201
DAAL0J6RW,10/04/2016 12:00:00 AM,HERNANDEZ TACOS MEXICO,90,A,1,ROUTINE INSPECTION,EE0000923,1538 GLENDALE BLVD,LOS ANGELES,FA0027409,CA,90026,OW0015313,"HERNANDEZ- FARIAS, MIGUEL",RESTAURANT (31-60) SEATS HIGH RISK,1635,HERNANDEZ TACOS MEXICO,ACTIVE,PR0032600
DA4VTOOKQ,10/04/2016 12:00:00 AM,SUPER PHO & TERIYAKI,90,A,1,ROUTINE INSPECTION,EE0000015,10953 VENICE BLVD,LOS ANGELES,FA0035480,CA,90034,OW0039834,"YOO, YOUNG OOK",RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPER PHO & TERIYAKI,ACTIVE,PR0044083
DAHJ00ZXZ,10/04/2016 12:00:00 AM,HAE JANG CHON KOREAN BBQ RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000869,3821 W 6TH ST,LOS ANGELES,FA0041599,CA,90020,OW0034311,SUNG AND SUN CORPORATION,RESTAURANT (61-150) SEATS HIGH RISK,1638,HAE JANG CHON KOREAN BBQ RESTAURANT,ACTIVE,PR0003939
DAPONFJMH,10/04/2016 12:00:00 AM,WING N' FISH,91,A,1,ROUTINE INSPECTION,EE0000360,304 ORD ST,LOS ANGELES,FA0240094,CA,90012-2833,OW0236257,BIG-1 INC,RESTAURANT (0-30) SEATS LOW RISK,1630,WING N' FISH,ACTIVE,PR0188100
DAUHS91YO,10/04/2016 12:00:00 AM,DOS AGUILAS BAKERY,90,A,1,ROUTINE INSPECTION,EE0000950,5945 WHITTIER BLVD,LOS ANGELES,FA0159776,CA,90022,OW0124777,"LAS PALMAS INVESTMENT ENT, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOS AGUILAS BAKERY,ACTIVE,PR0147841
DAIUAHHQ7,10/04/2016 12:00:00 AM,IBARRA'S BEST BAKERY,94,A,1,ROUTINE INSPECTION,EE0000721,2010 S MAPLE AVE,LOS ANGELES,FA0063805,CA,90011,OW0020746,"LARA, PEDRO MARTINEZ",RESTAURANT (0-30) SEATS MODERATE RISK,1631,IBARRA'S BEST BAKERY,ACTIVE,PR0022505
DAIB5GDWR,10/04/2016 12:00:00 AM,THE KIM BAP,93,A,1,ROUTINE INSPECTION,EE0000869,400 S WESTERN AVE # 102,LOS ANGELES,FA0240096,CA,90020,OW0236259,SEONG KYONG,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE KIM BAP,ACTIVE,PR0188102
DAWG371TE,10/04/2016 12:00:00 AM,CORNER CAFE,90,A,1,ROUTINE INSPECTION,EE0000721,301 E 7TH ST,LOS ANGELES,FA0060276,CA,90014,OW0031827,SARKISYAN GEVORK,RESTAURANT (0-30) SEATS HIGH RISK,1632,CORNER CAFE,ACTIVE,PR0041197
