serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DA2OIWKOC,02/10/2016 12:00:00 AM,APOLLONIA'S PIZZERIA,92,A,1,ROUTINE INSPECTION,EE0000871,5176 WILSHIRE BLVD,LOS ANGELES,FA0057585,CA,90036,OW0028661,"PIZZAGRAPHY, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,APOLLONIA'S PIZZERIA,ACTIVE,PR0026207
DA8CS4BZY,02/10/2016 12:00:00 AM,YOSHINOYA #1210,96,A,1,ROUTINE INSPECTION,EE0000912,1075 N WESTERN AVE STE 109,LOS ANGELES,FA0055741,CA,90038,OW0101581,"YOSHINOYA AMERICA, INC.",RESTAURANT (31-60) SEATS MODERATE RISK,1634,YOSHINOYA BEEF BOWL REST,ACTIVE,PR0036346
DA1SNUBLV,02/10/2016 12:00:00 AM,SPACE E UM,96,A,1,ROUTINE INSPECTION,EE0000946,3020 WILSHIRE BLVD #100,LOS ANGELES,FA0163212,CA,90010,OW0126878,SPACE E UM INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SPACE E UM,ACTIVE,PR0151400
DAWKD4AZH,02/10/2016 12:00:00 AM,CAMY'S GRILL,90,A,1,ROUTINE INSPECTION,EE0000699,3339 WILSHIRE BLVD,LOS ANGELES,FA0164018,CA,90010,OW0127486,HUMBERTO CASTELLANOS,RESTAURANT (31-60) SEATS HIGH RISK,1635,CAMY'S GRILL,ACTIVE,PR0152251
DANY97LYI,02/10/2016 12:00:00 AM,THAI DELIGHT RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000946,186 S VERMONT AVE,LOS ANGELES,FA0050953,CA,90004,OW0039357,"WUTHICHINDA, SAMRUAI",RESTAURANT (0-30) SEATS HIGH RISK,1632,THAI DELIGHT RESTAURANT,ACTIVE,PR0001865
DA0NDC0XA,02/10/2016 12:00:00 AM,BUTTERSCOTCH  RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000828,143 N LA BREA AVE,LOS ANGELES,FA0180811,CA,90036,OW0186155,BUTTERSCOTCH REST. GROUP LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BUTTERSCOTCH  RESTAURANT,INACTIVE,PR0174630
DAHECONS3,02/10/2016 12:00:00 AM,SHABUYO,96,A,1,ROUTINE INSPECTION,EE0001058,356 1/2 E 2ND ST,LOS ANGELES,FA0070326,CA,90012,OW0017439,JASMIN INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SHABUYO,INACTIVE,PR0048333
DANI0WTUZ,02/10/2016 12:00:00 AM,DENNYS #6826,92,A,1,ROUTINE INSPECTION,EE0001004,5142 TRIGGS ST,LOS ANGELES,FA0060801,CA,90022,OW0013176,"GHIAS, FAROOQ",RESTAURANT (61-150) SEATS HIGH RISK,1638,DENNYS #6826,ACTIVE,PR0029506
DALBDBCUG,02/10/2016 12:00:00 AM,STARBUCKS COFFEE #9973,97,A,1,ROUTINE INSPECTION,EE0001058,120 S LOS ANGELES ST,LOS ANGELES,FA0034205,CA,90012,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS,ACTIVE,PR0008598
DACHXOZUS,02/10/2016 12:00:00 AM,O'WOKS,90,A,1,ROUTINE INSPECTION,EE0000059,8657 W PICO BLVD,LOS ANGELES,FA0202889,CA,90035,OW0208171,"O'WOKS SUSHIMY, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,O'WOKS,INACTIVE,PR0175191
DALNVCBZ6,02/10/2016 12:00:00 AM,KAGURA DOWNTOWN,93,A,1,ROUTINE INSPECTION,EE0001058,137 JAPANESE VLG PLZ MALL,LOS ANGELES,FA0031652,CA,90012,OW0035821,THEISHOKUYA OF TOKYO INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,KAGURA DOWNTOWN,ACTIVE,PR0032690
DAGFLPEAV,02/09/2016 12:00:00 AM,THREE FLAMES MONGOLIAN BBQ,98,A,1,ROUTINE INSPECTION,EE0000955,5608 W MANCHESTER AVE,LOS ANGELES,FA0051940,CA,90045,OW0016979,"INGALLS, BARBARA Y C",RESTAURANT (31-60) SEATS HIGH RISK,1635,THREE FLAMES MONGOLIAN BBQ,ACTIVE,PR0039574
DAEQ5ZZRG,02/09/2016 12:00:00 AM,AVENUE 2 GRILL,90,A,1,ROUTINE INSPECTION,EE0000531,3456 WILSHIRE BLVD,LOS ANGELES,FA0202553,CA,90010,OW0207889,MOGLAII CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AVENUE 2 GRILL,INACTIVE,PR0174806
DAE04FEWK,02/09/2016 12:00:00 AM,LMU,97,A,1,ROUTINE INSPECTION,EE0000117,1 LMU DR #MS 8420,LOS ANGELES,FA0024180,CA,90045,OW0033334,SODEXO AMERICA LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LMU LAIR MARKETPLACE-CALIENTE-STIR FRESH-LA VINCITA,ACTIVE,PR0016972
DAGVK8LPD,02/09/2016 12:00:00 AM,NORTHGATE MARKET #37,96,A,1,ROUTINE INSPECTION,EE0000997,425 S SOTO ST,LOS ANGELES,FA0042669,CA,90033,OW0026268,NORTHGATE GONZALEZ LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,DELI/TORTILLERIA,ACTIVE,PR0122824
DAP6UETMH,02/09/2016 12:00:00 AM,TRASTEVERE RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD STE 423,LOS ANGELES,FA0053092,CA,90028,OW0030637,ROMANA HOLLYWOOD LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,TRASTEVERE RESTAURANT,ACTIVE,PR0026487
DATEYNHG8,02/09/2016 12:00:00 AM,CHINA BOWL,90,A,1,ROUTINE INSPECTION,EE0000723,1735 W 6TH ST,LOS ANGELES,FA0014589,CA,90017,OW0036050,"TO, HUNG",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINA BOWL,INACTIVE,PR0040094
DAYVBCFH2,02/09/2016 12:00:00 AM,SMOKE POUTINERIE,93,A,1,ROUTINE INSPECTION,EE0000709,1552 N CAHUENGA BLVD,LOS ANGELES,FA0174193,CA,90028,OW0180895,"SP SOCAL, LLP",RESTAURANT (0-30) SEATS HIGH RISK,1632,SMOKE POUTINERIE,ACTIVE,PR0167067
DAE8V2FOZ,02/09/2016 12:00:00 AM,THE COFFEE BEAN & TEA LEAF,90,A,1,ROUTINE INSPECTION,EE0000854,3800 WILSHIRE BLVD # 102,LOS ANGELES,FA0015929,CA,90010,OW0017025,INTERNATIONAL COFFEE & TEA LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,COFFEE BEAN & TEA LEAF,ACTIVE,PR0027331
DA6BJUXLT,02/09/2016 12:00:00 AM,NO 1 TERIYAKI,94,A,1,ROUTINE INSPECTION,EE0000707,3510 S BROADWAY,LOS ANGELES,FA0067623,CA,90007,OW0013062,"GEON HEE, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,NO 1 TERIYAKI,ACTIVE,PR0032176
