serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DA9GPFBZZ,10/17/2017 12:00:00 AM,VENICE MARKET & BAKERY,90,A,1,ROUTINE INSPECTION,EE0000871,1529 S CRENSHAW BLVD,LOS ANGELES,FA0053340,CA,90019,OW0024021,"MECINAS, SINECIO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,VENICE MARKET & BAKERY,ACTIVE,PR0023206
DASZAPXCV,10/17/2017 12:00:00 AM,BASKIN ROBBINS 31 FLAVORS,91,A,1,ROUTINE INSPECTION,EE0000905,4066 VICTORIA AVE,LOS ANGELES,FA0005026,CA,90008,OW0033926,STAR CRESCENT FOODS INC,RESTAURANT (0-30) SEATS LOW RISK,1630,BASKIN ROBBINS 31 FLAVORS,ACTIVE,PR0003863
DACJCOBXO,10/17/2017 12:00:00 AM,TOM & GEORGE,97,A,1,ROUTINE INSPECTION,EE0000721,707 S GRAND AVE,LOS ANGELES,FA0241286,CA,90017,OW0237232,LEROY LOS ANGELES CO.,RESTAURANT (61-150) SEATS HIGH RISK,1638,TOM & GEORGE,ACTIVE,PR0189395
DAPYWV9OZ,10/17/2017 12:00:00 AM,AMG DON FELIX R,94,A,1,ROUTINE INSPECTION,EE0000946,305 N VIRGIL AVE,LOS ANGELES,FA0019516,CA,90004,OW0099424,"MONTOYA-GOMEZ, ALEJANDRO",RESTAURANT (61-150) SEATS HIGH RISK,1638,AMG DON FELIX RESTAURANT,ACTIVE,PR0034359
DAVYXHO9Q,10/17/2017 12:00:00 AM,PANADERIA GUERRERO,95,A,1,ROUTINE INSPECTION,EE0000723,2411 W OLYMPIC BLVD STE #1,LOS ANGELES,FA0068222,CA,90006,OW0024588,"MIRANDA, ULISES",RESTAURANT (0-30) SEATS HIGH RISK,1632,PANADERIA GUERRERO,ACTIVE,PR0011828
DA7M5BYCE,10/17/2017 12:00:00 AM,23RD ST CAFE,92,A,1,ROUTINE INSPECTION,EE0000594,936 W 23RD ST,LOS ANGELES,FA0203292,CA,90007,OW0208495,HARI SINGH,RESTAURANT (31-60) SEATS HIGH RISK,1635,23RD ST CAFE,INACTIVE,PR0175629
DA7K2JUQO,10/17/2017 12:00:00 AM,DIAMOND BAKERY,93,A,1,ROUTINE INSPECTION,EE0000951,335 N FAIRFAX AVE,LOS ANGELES,FA0018543,CA,90036,OW0009940,DIAMOND BAKERY INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DIAMOND BAKERY,ACTIVE,PR0037440
DANZ0B02Q,10/17/2017 12:00:00 AM,TACOS MX,90,A,1,ROUTINE INSPECTION,EE0000721,312 W 7TH ST,LOS ANGELES,FA0151537,CA,90014,OW0117241,DOLORES RORTILLO PORTILLO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS MX,ACTIVE,PR0137899
DAM90V0BU,10/17/2017 12:00:00 AM,CAVA MEZZA GRILL USC,94,A,1,ROUTINE INSPECTION,EE0000594,3201 S HOOVER ST,LOS ANGELES,FA0250108,CA,90007-3555,OW0239351,CAVA MEZZE GRILL LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,CAVA MEZZA GRILL USC,ACTIVE,PR0198943
DA5YJAIEG,10/17/2017 12:00:00 AM,SUPERBA FOOD & BREAD,95,A,1,ROUTINE INSPECTION,EE0000732,1900 LINCOLN BLVD,LOS ANGELES,FA0160216,CA,90291,OW0125194,SUPERBA FB VENICE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,SUPERBA FOOD & BREAD,ACTIVE,PR0148308
DA7B0PPP2,10/17/2017 12:00:00 AM,ROSITAS MEXICAN  RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000923,2622 N FIGUEROA ST,LOS ANGELES,FA0242457,CA,90065-1026,OW0238069,GONZALO ACATA HERNANDEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,ROSITAS MEXICAN  RESTAURANT,ACTIVE,PR0190628
DARHWBE31,10/17/2017 12:00:00 AM,EL REY THEATRE BAR,95,A,1,ROUTINE INSPECTION,EE0000853,5515 WILSHIRE BLVD,LOS ANGELES,FA0021391,CA,90036,OW0039122,"WOLFGANG PUCK CATERING, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,EL REY THEATRE BAR,ACTIVE,PR0016080
DAEMVV0MS,10/17/2017 12:00:00 AM,CARL'S JR #12,97,A,1,ROUTINE INSPECTION,EE0000723,1611 S WESTERN AVE,LOS ANGELES,FA0012996,CA,90006,OW0006172,CARL KARCHER ENTERPRISES INC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARL'S JR #12,ACTIVE,PR0038564
DAQX0ZO0R,10/17/2017 12:00:00 AM,GOBI MONGOLIAN BBQ,95,A,1,ROUTINE INSPECTION,EE0000923,2827 W SUNSET BLVD,LOS ANGELES,FA0015232,CA,90026,OW0029796,RCCM INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOBI MONGOLIAN BBQ,ACTIVE,PR0035809
DAGOX2HOK,10/17/2017 12:00:00 AM,PIZZA REV,95,A,1,ROUTINE INSPECTION,EE0000871,4550 W PICO BLVD C1303,LOS ANGELES,FA0149306,CA,90019,OW0114895,"PIE SQUARED, LLC",RESTAURANT (31-60) SEATS HIGH RISK,1635,PIZZA REV,ACTIVE,PR0135415
DAP0WZYJD,10/17/2017 12:00:00 AM,JANG AN RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000884,2773 W OLYMPIC BLVD,LOS ANGELES,FA0245226,CA,90006-2632,OW0240315,D&T SUH INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,JANG AN RESTAURANT,ACTIVE,PR0193591
DADERCAVZ,10/17/2017 12:00:00 AM,HOLIDAY INN WLA,92,A,1,ROUTINE INSPECTION,EE0000684,11250 SANTA MONICA BLVD,LOS ANGELES,FA0149788,CA,90025-3156,OW0115403,WESTWOOD HOTEL LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,HOLIDAY INN WLA - THE ATRIUM,ACTIVE,PR0199948
DA59HHDIL,10/17/2017 12:00:00 AM,BIG WANGS,95,A,1,ROUTINE INSPECTION,EE0000721,801 S GRAND AVE STE #175,LOS ANGELES,FA0009776,CA,90017,OW0010386,DOWNTOWN 1 LP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,BIG WANGS,ACTIVE,PR0006839
DAHCRQOQL,10/17/2017 12:00:00 AM,YHA HWA,96,A,1,ROUTINE INSPECTION,EE0000869,4031 W OLYMPIC BLVD,LOS ANGELES,FA0074253,CA,90019,OW0016702,"HWANG, ANGIE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,YHA HWA,ACTIVE,PR0034273
DAQLSIMCA,10/17/2017 12:00:00 AM,THAI DISHES,90,A,1,ROUTINE INSPECTION,EE0000733,6234 W MANCHESTER AVE,LOS ANGELES,FA0051576,CA,90045,OW0010094,"DINING TRADITION, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,THAI DISHES,ACTIVE,PR0004815
DABILIGDT,10/17/2017 12:00:00 AM,ALOHA CATERING SERVICES INC,93,A,1,ROUTINE INSPECTION,EE0000360,686 N SPRING ST,LOS ANGELES,FA0240706,CA,90012,OW0236755,ALOHA CATERING SERVICES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ALOHA CATERING SERVICES INC,ACTIVE,PR0188753
DAVSYU57S,10/17/2017 12:00:00 AM,BLUE COW CAFE,92,A,1,ROUTINE INSPECTION,EE0000721,350 S GRAND AVE STE R-3,LOS ANGELES,FA0010230,CA,90071,OW0024012,MEAT AND DRINK HOSPITALITY L,RESTAURANT (61-150) SEATS HIGH RISK,1638,BLUE COW CAFE,ACTIVE,PR0043949
DAK5HB7C4,10/17/2017 12:00:00 AM,STALKING HORSE BREWERY & FREEHOUSE,97,A,1,ROUTINE INSPECTION,EE0000924,10543 W PICO BLVD,LOS ANGELES,FA0251107,CA,90064,OW0242245,ARTISANAL BREWERS COLLECTIVE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,STALKING HORSE,ACTIVE,PR0200217
DAQGH05YW,10/17/2017 12:00:00 AM,VERSAILLES,91,A,1,ROUTINE INSPECTION,EE0000015,10319 VENICE BLVD,LOS ANGELES,FA0053996,CA,90034,OW0012767,"GARCIA, WILLIAM",RESTAURANT (61-150) SEATS HIGH RISK,1638,VERSAILLES,ACTIVE,PR0047194
DAG1NJZW5,10/17/2017 12:00:00 AM,THE VILLAGE BAKERY & CAFE,97,A,1,ROUTINE INSPECTION,EE0000697,3119 LOS FELIZ BLVD,LOS ANGELES,FA0072512,CA,90039,OW0018439,KAOS & KONFUSION LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,THE VILLAGE BAKERY & CAFE,ACTIVE,PR0020016
DAVVRWWHW,10/17/2017 12:00:00 AM,LA AZTECA,96,A,1,ROUTINE INSPECTION,EE0000697,4203 CHEVY CHASE DR,LOS ANGELES,FA0020481,CA,90039,OW0029575,"RAMIREZ, MARIA DE JESUS",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA AZTECA,ACTIVE,PR0005811
DAQONLHHL,10/17/2017 12:00:00 AM,MOHAWK BEND,90,A,1,ROUTINE INSPECTION,EE0000923,2141 W SUNSET BLVD,LOS ANGELES,FA0067102,CA,90026,OW0010809,EL CAMINO ON SUNSET LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,MOHAWK BEND,ACTIVE,PR0043548
DA0JRK02P,10/17/2017 12:00:00 AM,GONG CHA,98,A,1,ROUTINE INSPECTION,EE0000869,3785 WILSHIRE BLVD # 107E,LOS ANGELES,FA0244639,CA,90010,OW0239824,GOURMET GURU INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,GONG CHA,ACTIVE,PR0192963
DAEUUMVCF,10/17/2017 12:00:00 AM,MARIA'S ITALIAN KITCHEN,92,A,1,ROUTINE INSPECTION,EE0000924,10761 W PICO BLVD,LOS ANGELES,FA0038609,CA,90064,OW0023359,MARIA'S ITALIAN KITCHEN,RESTAURANT (61-150) SEATS HIGH RISK,1638,MARIA'S ITALIAN KITCHEN,ACTIVE,PR0035523
DAKYHO0LM,10/17/2017 12:00:00 AM,CHIPOTLE MEXICAN GRILL,98,A,1,ROUTINE INSPECTION,EE0000871,4550 W PICO BLVD # C1301,LOS ANGELES,FA0138746,CA,90019,OW0007608,"CHIPOTLE MEXICAN GRILL, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHIPOTLE MEXICAN GRILL,ACTIVE,PR0123108
DAUFLFNM8,10/17/2017 12:00:00 AM,IHOP RESTAURANT,92,A,1,ROUTINE INSPECTION,EE0000905,3625 STOCKER ST,LOS ANGELES,FA0249669,CA,90008,OW0243892,STOCKER STREET #3 INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,IHOP RESTAURANT,ACTIVE,PR0198448
DAXQMDNLB,10/17/2017 12:00:00 AM,TOGOS SANDWICHES,93,A,1,ROUTINE INSPECTION,EE0000800,3619 S VERMONT AVE,LOS ANGELES,FA0038005,CA,90007,OW0039409,Y & K BUSINESS GROUP INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOGOS SANDWICHES,ACTIVE,PR0022098
DALLCWTSM,10/17/2017 12:00:00 AM,SK DONUTS,90,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000853,5850 W 3RD ST #A,LOS ANGELES,FA0151555,CA,90036-2837,OW0117258,"S K DONUTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,SK DONUTS,ACTIVE,PR0137915
DAL0UR0KN,10/17/2017 12:00:00 AM,PICO GLATT KOSHER MARKET,80,B,1,ROUTINE INSPECTION,EE0000375,9427 W PICO BLVD,LOS ANGELES,FA0044525,CA,90035,OW0005632,CA GLATT CENTER INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,PICO GLATT KOSHER DELI,ACTIVE,PR0001628
DAACV5EJQ,10/17/2017 12:00:00 AM,DONA ANA'S COSINA,94,A,1,ROUTINE INSPECTION,EE0000195,11313 S AVALON BLVD,LOS ANGELES,FA0006391,CA,90061,OW0011274,ANA MARGARITA ESPINOZA,RESTAURANT (0-30) SEATS HIGH RISK,1632,DONA ANA'S COSINA,ACTIVE,PR0015772
