,serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,food_type,in_business,latitude,longitude,price,rating,review_count,yelp_id
10,DA4WGBMXX,02/06/2018 12:00:00 AM,RESTAURANTE LA MICHOACANA,91,A,1,ROUTINE INSPECTION,EE0000740,1625 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0242318,CA,90033-2411,OW0237979,ANA R SANTAMARIA DURAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,RESTAURANTE LA MICHOACANA,ACTIVE,PR0190487,"['Mexican', 'Seafood']",False,34.0514859,-118.2179234,$$,4.5,10,DCQfd9locPtT4bCOVU2m-Q
11,DASYMVI9T,02/06/2018 12:00:00 AM,GOBI MONGOLIAN BBQ,94,A,1,ROUTINE INSPECTION,EE0000923,2827 W SUNSET BLVD,LOS ANGELES,FA0015232,CA,90026,OW0029796,RCCM INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOBI MONGOLIAN BBQ,ACTIVE,PR0035809,"['Mongolian', 'Barbeque']",False,34.0822626650333,-118.272312954068,$$,4.0,619,6WwTgLW_4EdDEv22mvmS7A
12,DAQPB4RAY,02/06/2018 12:00:00 AM,LAS BRISAS,92,A,1,ROUTINE INSPECTION,EE0000740,1829 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0034289,CA,90033,OW0040159,"ZARAGOZA,ROBERTO",RESTAURANT (0-30) SEATS HIGH RISK,1632,LAS BRISAS,ACTIVE,PR0020671,"['Mexican', 'Seafood']",False,34.05063,-118.21539,$,4.0,150,wfoGWgIFFTJdTShWSPfNFQ
13,DAXBZKOPP,02/06/2018 12:00:00 AM,NEW FLAVORS,90,A,1,ROUTINE INSPECTION,EE0000953,4135 S CENTINELA AVE,LOS ANGELES,FA0067509,CA,90066,OW0025854,NEW FLAVORS INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,NEW FLAVORS,ACTIVE,PR0048350,"['Hawaiian', 'Chinese', 'Asian Fusion']",False,33.9961318969727,-118.427894592285,$,3.5,199,CUobyfVCeEqmdZvLKZCong
14,DAMVMEP6J,02/06/2018 12:00:00 AM,THE PELICAN BELIZEAN CUISINE,98,A,1,ROUTINE INSPECTION,EE0000874,4254 S VERMONT AVE,LOS ANGELES,FA0072422,CA,90037,OW0017539,JEMMOTT NEULIN L,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE PELICAN BELIZEAN CUISINE,ACTIVE,PR0019159,"['Breakfast & Brunch', 'Caribbean']",False,34.00616,-118.2912,$$,4.0,17,apvvwrVL5W2Oofic5PBcEw
15,DACVDIB5S,02/06/2018 12:00:00 AM,JACK IN THE BOX #250,95,A,1,ROUTINE INSPECTION,EE0000997,2701 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0064114,CA,90033,OW0017276,"JACK IN THE BOX, INC",RESTAURANT (31-60) SEATS MODERATE RISK,1634,JACK IN THE BOX #250,ACTIVE,PR0034076,"['Burgers', 'Fast Food']",False,34.04525,-118.203751,$,3.0,4,fwJTT7C4rvuPaDVkHeIDCQ
16,DAGTXMFR0,02/06/2018 12:00:00 AM,DEMITASSE,92,A,1,ROUTINE INSPECTION,EE0000659,6363 WILSHIRE BLVD # 101,LOS ANGELES,FA0178334,CA,90048,OW0184103,"DEMITASSE, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DEMITASSE,ACTIVE,PR0171463,['Coffee & Tea'],False,34.06405,-118.36744,$$,4.0,62,I83WLOUjuEyP_4M_g4kq0g
17,DAZOL0KK5,02/06/2018 12:00:00 AM,THE VEGGIE GRILL INC.,90,A,1,ROUTINE INSPECTION,EE0000468,110 S FAIRFAX AVE STE A-16,LOS ANGELES,FA0052355,CA,90036,OW0035775,THE VEGGIE GRILL,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE VEGGIE GRILL INC.,ACTIVE,PR0027521,"['Vegetarian', 'American (New)', 'Vegan']",False,34.0737228305452,-118.360984763229,$$,4.0,654,7I5VF3TKcYfDICcaIgcH2w
18,DAIGZKWDQ,02/06/2018 12:00:00 AM,THAI PATIO RESTAURANT,96,A,1,ROUTINE INSPECTION,EE0000857,5273 HOLLYWOOD BLVD,LOS ANGELES,FA0072080,CA,90027,OW0017484,JB FOOD SERVICE INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,THAI PATIO RESTAURANT,ACTIVE,PR0039084,['Thai'],False,34.1018894,-118.3059524,$,3.5,1264,YmrWRkG__OYCwWReYOA0-g
19,DA2BEAHVY,02/06/2018 12:00:00 AM,SILVERLAKE RAMEN,92,A,1,ROUTINE INSPECTION,EE0000904,2927 W SUNSET BLVD,LOS ANGELES,FA0048558,CA,90026,OW0021761,LIM JITAEK,RESTAURANT (31-60) SEATS HIGH RISK,1635,SILVERLAKE RAMEN,ACTIVE,PR0019932,"['Ramen', 'Sushi Bars', 'Noodles']",False,34.0835268538041,-118.273676509195,$$,4.0,2633,jaLRtJ7YGYcCszfiBFxoHQ
20,DABB6N7ZE,02/06/2018 12:00:00 AM,WHOLE FOODS MARKET,95,A,1,ROUTINE INSPECTION,EE0000727,11737 SAN VICENTE BLVD,LOS ANGELES,FA0055171,CA,90049,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,WHOLE FOODS MARKET (DELI),ACTIVE,PR0013284,['Grocery'],False,34.0537,-118.46735,$$,3.0,182,nSt5AY1cpILplhqqMASzyQ
21,DANV4YFSM,02/06/2018 12:00:00 AM,ANGELES,95,A,1,ROUTINE INSPECTION,EE0000904,4330 SUNSET BLVD,LOS ANGELES,FA0244643,CA,90029,OW0239828,SOUND CHECK LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ANGELES,ACTIVE,PR0192967,"['Cocktail Bars', 'Pizza', 'Burgers']",True,34.09516,-118.28382,$$,4.0,59,nE-vURJGbbQDx0YpOT7r0A
22,DACNPVDBM,02/06/2018 12:00:00 AM,MCDONALD'S #5806,91,A,1,ROUTINE INSPECTION,EE0000904,4348 W SUNSET BLVD,LOS ANGELES,FA0024295,CA,90029,OW0023946,MCDONALD'S CORPORATION,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,MCDONALD'S #5806,ACTIVE,PR0037976,"['Fast Food', 'Burgers', 'Coffee & Tea']",False,34.0953329747381,-118.283987939358,$,2.5,98,kwWQsPeU9NvfjDt6jLTDOw
