serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAN1DFWYH,12/02/2016 12:00:00 AM,STARBUCKS 22477,98,A,1,ROUTINE INSPECTION,EE0000366,2675 E OLYMPIC BLVD,LOS ANGELES,FA0160442,CA,90023,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (31-60) SEATS LOW RISK,1633,STARBUCKS 22477,ACTIVE,PR0148534
DAESKFY6R,12/02/2016 12:00:00 AM,HOME RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000923,2500 RIVERSIDE DR,LOS ANGELES,FA0028868,CA,90039,OW0025489,"NAAV, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,HOME RESTAURANT,ACTIVE,PR0029136
DAZK00M4C,12/02/2016 12:00:00 AM,STARBUCKS COFFEE #5877,98,A,1,ROUTINE INSPECTION,EE0000857,5453 HOLLYWOOD BLVD STE D,LOS ANGELES,FA0070985,CA,90027,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCK COFFEE #,ACTIVE,PR0038008
DAJ9OX3S2,12/02/2016 12:00:00 AM,LAS AMIGAS,91,A,1,ROUTINE INSPECTION,EE0000366,830 S SAN JULIAN ST,LOS ANGELES,FA0035403,CA,90014,OW0037433,"VEGA & SON, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,LAS AMIGAS,INACTIVE,PR0012960
DABJSG1NH,12/02/2016 12:00:00 AM,BIONICOS EL JALISCIENSE,94,A,1,ROUTINE INSPECTION,EE0001026,4433 S ALAMEDA ST # B5,LOS ANGELES,FA0009797,CA,90058,OW0013735,"GONZALEZ, GUADALUPE CANDELAR",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BIONICOS EL JALISCIENSE,INACTIVE,PR0022637
DALECUOZW,12/02/2016 12:00:00 AM,CAFE 9,94,A,1,ROUTINE INSPECTION,EE0000660,453 S SPRING ST STE 900,LOS ANGELES,FA0142274,CA,90013-2013,OW0105446,"LO, CALVIN",RESTAURANT (0-30) SEATS HIGH RISK,1632,CAFE 9,ACTIVE,PR0128714
DAPUIYKHX,12/02/2016 12:00:00 AM,TOM BERGIN'S,93,A,1,ROUTINE INSPECTION,EE0000853,840 S FAIRFAX AVE,LOS ANGELES,FA0160420,CA,90036,OW0125383,BERGIN'S PUBLIC HOUSE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,TOM BERGIN'S,ACTIVE,PR0148511
DAKBKZAY2,12/02/2016 12:00:00 AM,YETGOL RESTAURANT,93,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000884,1144 S WESTERN AVE # 105,LOS ANGELES,FA0179095,CA,90006,OW0184716,KEUNG JAE LEE,RESTAURANT (61-150) SEATS HIGH RISK,1638,YETGOL RESTAURANT,ACTIVE,PR0172647
DA0L1S0S7,12/02/2016 12:00:00 AM,EL TEXANITO #2,96,A,1,ROUTINE INSPECTION,EE0001026,4501 S ALAMEDA ST # J7,LOS ANGELES,FA0021494,CA,90058,OW0002046,"ALCORTA, LUPE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,EL TEXANITO #2,ACTIVE,PR0001731
DAGI9CUC1,12/02/2016 12:00:00 AM,HOY'S WOK,93,A,1,ROUTINE INSPECTION,EE0000835,7105 W SUNSET BLVD,LOS ANGELES,FA0029647,CA,90046,OW0017053,"IP, HUNG PAUL",RESTAURANT (31-60) SEATS HIGH RISK,1635,HOY'S WOK,ACTIVE,PR0044313
DAVJZ3ZZ1,12/02/2016 12:00:00 AM,GOLDEN LAKE EATERY,83,B,1,ROUTINE INSPECTION,EE0000740,424 W COLLEGE ST UNIT E,LOS ANGELES,FA0171816,CA,90012,OW0178876,RITH VAN SIENG,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOLDEN LAKE EATERY,ACTIVE,PR0164270
DAU08GZKB,12/02/2016 12:00:00 AM,JADE WOK CHINESE CUISINE,94,A,1,ROUTINE INSPECTION,EE0000740,625 W COLLEGE ST STE #109,LOS ANGELES,FA0029984,CA,90012,OW0017314,JADE WOK INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,JADE WOK CHINESE CUISINE,ACTIVE,PR0041906
DA0CZ7QCG,12/02/2016 12:00:00 AM,SEALEGS WINE BAR,93,A,1,ROUTINE INSPECTION,EE0000633,200 WORLD WAY # T229,LOS ANGELES,FA0173867,CA,90045,OW0128045,SOCIAL CONCESSIONS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SEALEGS WINE BAR,ACTIVE,PR0166680
DAS4AOZLR,12/02/2016 12:00:00 AM,BARNEY'S BEANERY,90,A,1,ROUTINE INSPECTION,EE0000633,200 WORLD WAY # 240,LOS ANGELES,FA0180023,CA,90045,OW0181193,SOCAL CONCESSIONS LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BARNEY'S BEANERY,ACTIVE,PR0173732
DAAWAUCL0,12/02/2016 12:00:00 AM,LUXE HOTEL,96,A,1,ROUTINE INSPECTION,EE0000684,11461 W SUNSET BLVD,LOS ANGELES,FA0005168,CA,90049,OW0010584,E H SUMMIT INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,LUXE HOTEL BANQUET KITCHEN,ACTIVE,PR0028968
DADPCLF3D,12/02/2016 12:00:00 AM,SAN JULIAN MEXICAN FOOD,90,A,1,ROUTINE INSPECTION,EE0000366,1145 S SAN JULIAN ST #112,LOS ANGELES,FA0018321,CA,90015-2380,OW0100767,"SORIA, ISIDRO",RESTAURANT (0-30) SEATS HIGH RISK,1632,SAN JULIAN MEXICAN FOOD,INACTIVE,PR0034595
DAWA9RSJN,12/02/2016 12:00:00 AM,ASTRO FAMILY RESTAURANT,94,A,1,ROUTINE INSPECTION,EE0000923,2300 FLETCHER DR,LOS ANGELES,FA0057786,CA,90039,OW0005593,C I G RESTAURANT INC DBA,RESTAURANT (61-150) SEATS HIGH RISK,1638,ASTRO FAMILY RESTAURANT,ACTIVE,PR0001135
DAD1RXVP8,12/02/2016 12:00:00 AM,HOBOKEN,90,A,1,ROUTINE INSPECTION,EE0000338,2323 WESTWOOD BLVD,LOS ANGELES,FA0016951,CA,90064,OW0036547,TRIPLE C & T INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,HOBOKEN,ACTIVE,PR0037304
DALR0FL05,12/02/2016 12:00:00 AM,TRIMANA,99,A,1,ROUTINE INSPECTION,EE0000144,3415 S SEPULVEDA BLVD # 160,LOS ANGELES,FA0072945,CA,90034,OW0016267,"HONG, AMY",RESTAURANT (0-30) SEATS MODERATE RISK,1631,TRIMANA,ACTIVE,PR0011708
DAULHUS0P,12/02/2016 12:00:00 AM,THE BEL-AIR,99,A,1,ROUTINE INSPECTION,EE0000684,662 N SEPULVEDA BLVD,LOS ANGELES,FA0058142,CA,90049,OW0036750,TWELFTH OF MAY LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,THE BEL-AIR WARMING,ACTIVE,PR0029915
DAK2PIVFN,12/02/2016 12:00:00 AM,PATTAYA BAY THAI RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000846,1727 N VERMONT AVE STE 103,LOS ANGELES,FA0177440,CA,90027,OW0183362,GIVE & CHAN LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,PATTAYA BAY THAI RESTAURANT,ACTIVE,PR0170437
DAVCXDWYH,12/02/2016 12:00:00 AM,CHINATOWN EXPRESS #28,90,A,1,ROUTINE INSPECTION,EE0001064,519 W MANCHESTER AVE STE 106,LOS ANGELES,FA0059722,CA,90044,OW0025961,"NGOR, CHAN",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINATOWN EXPRESS #28,ACTIVE,PR0007999
DAJCALAXY,12/02/2016 12:00:00 AM,THE BEL-AIR,90,A,1,ROUTINE INSPECTION,EE0000684,662 N SEPULVEDA BLVD,LOS ANGELES,FA0058142,CA,90049,OW0036750,TWELFTH OF MAY LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE BEL-AIR SHACK / MAIN KITCHEN,ACTIVE,PR0123192
DARBKYMZJ,12/02/2016 12:00:00 AM,MANICHI RAMEN,90,A,1,ROUTINE INSPECTION,EE0001058,321 1/4 E 1ST ST,LOS ANGELES,FA0166432,CA,90012,OW0129577,MANICHI GLOBAL USA INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MANICHI RAMEN,INACTIVE,PR0156746
DAL53XF2M,12/02/2016 12:00:00 AM,TACOS LOS MACHETTES INC,90,A,1,ROUTINE INSPECTION,EE0001073,152 W MANCHESTER AVE,LOS ANGELES,FA0177012,CA,90003,OW0182991,SALVADOR LLAMAS,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS LOS MACHELETTES,ACTIVE,PR0169953
DAWAHSGOH,12/02/2016 12:00:00 AM,CANO'S MEXICAN RESTAURANT,95,A,1,ROUTINE INSPECTION,EE0001073,258 W MANCHESTER AVE,LOS ANGELES,FA0137355,CA,90003,OW0100265,GUADALUPE CANO C,RESTAURANT (0-30) SEATS HIGH RISK,1632,CANO'S MEXICAN RESTAURANT,ACTIVE,PR0121343
DATSZB02D,12/02/2016 12:00:00 AM,ARA'S PASTRY,95,A,1,ROUTINE INSPECTION,EE0000846,4945 HOLLYWOOD BLVD,LOS ANGELES,FA0006722,CA,90027,OW0009434,DAOU NASRI,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ARA'S PASTRY,ACTIVE,PR0023657
DA9FDM0C3,12/02/2016 12:00:00 AM,MIKE DELI,98,A,1,ROUTINE INSPECTION,EE0001058,238 E 1ST ST,LOS ANGELES,FA0239948,CA,90012,OW0236136,CANDY KISSWANI,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MIKE DELI,ACTIVE,PR0187953
DADSGOUMS,12/02/2016 12:00:00 AM,PAPILLON INTERNATIONAL BAKERY,91,A,1,ROUTINE INSPECTION,EE0000846,5019 W HOLLYWOOD BLVD,LOS ANGELES,FA0137484,CA,90027,OW0100511,"GLENDALE FRENCH BREAD BAKERY, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,PAPILLON INTERNATIONAL BAKERY,ACTIVE,PR0121577
DASRVIRHF,12/02/2016 12:00:00 AM,BENTO MAN,92,A,1,ROUTINE INSPECTION,EE0001058,228 E 1ST ST,LOS ANGELES,FA0138022,CA,90012,OW0101430,BOWLMAN FAMILY,RESTAURANT (0-30) SEATS HIGH RISK,1632,BENTO MAN,ACTIVE,PR0122251
DAXQ7EB69,12/02/2016 12:00:00 AM,FAMILY MART,92,A,1,ROUTINE INSPECTION,EE0001058,339 E 1ST ST,LOS ANGELES,FA0022565,CA,90012,OW0100897,"FAMILY MART, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,FAMILY MART,ACTIVE,PR0007962
DAW2PW7EO,12/01/2016 12:00:00 AM,SOL FISH MARKET,91,A,1,ROUTINE INSPECTION,EE0000725,12000 S CENTRAL AVE,LOS ANGELES,FA0240585,CA,90059,OW0236656,YOUNGLEE FISH MARKET INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SOL FISH MARKET,ACTIVE,PR0188613
DA350PEUI,12/01/2016 12:00:00 AM,HYATT REGENCY LAX,92,A,1,ROUTINE INSPECTION,EE0000733,6225 W CENTURY BLVD,LOS ANGELES,FA0159892,CA,90045,OW0124885,"HUMNIT HOTEL AT LAX, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,HYATT REGENCY LAX - PALMIRA RESTAURANT,ACTIVE,PR0147953
DAOEBATEL,12/01/2016 12:00:00 AM,KAKACH DELI,94,A,1,ROUTINE INSPECTION,EE0000721,718 S HILL ST # 109,LOS ANGELES,FA0064643,CA,90014,OW0031812,SARGSYAN ALISA,RESTAURANT (31-60) SEATS HIGH RISK,1635,KAKACH DELI,ACTIVE,PR0019625
DAAZNND4Z,12/01/2016 12:00:00 AM,CALIFORNIA PIZZA KITCHEN,97,A,1,ROUTINE INSPECTION,EE0000117,3607 TROUSDALE PKWY,LOS ANGELES,FA0012540,CA,90089,OW0037014,USC HOSPITALITY SERVICES,RESTAURANT (31-60) SEATS HIGH RISK,1635,CALIFORNIA PIZZA KITCHEN,ACTIVE,PR0010672
DAULIWNMD,12/01/2016 12:00:00 AM,ANGELO'S BAKERY & FOOD,83,B,1,ROUTINE INSPECTION,EE0001049,5118 WHITTIER BLVD,LOS ANGELES,FA0239207,CA,90022-3927,OW0235542,EMILIO VARGAS,RESTAURANT (0-30) SEATS HIGH RISK,1632,ANGELO'S BAKERY & FOOD,ACTIVE,PR0187172
DAY30GFMX,12/01/2016 12:00:00 AM,CLIFFS,90,A,1,ROUTINE INSPECTION,EE0000904,3626 W SUNSET BLVD,LOS ANGELES,FA0015849,CA,90026,OW0008362,CLIFFS LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,CLIFFS,ACTIVE,PR0020076
DAETPA9L2,12/01/2016 12:00:00 AM,PUPUSERIA ACAJUTLA,93,A,1,ROUTINE INSPECTION,EE0001025,608 E 59TH ST,LOS ANGELES,FA0044741,CA,90001,OW0036249,MARIA EUGENIA TORRES,RESTAURANT (0-30) SEATS HIGH RISK,1632,PUPUSERIA ACAJUTLA,INACTIVE,PR0023063
DAPZ7CJA0,12/01/2016 12:00:00 AM,UMAMI,96,A,1,ROUTINE INSPECTION,EE0000699,3300 W 6TH ST # 1,LOS ANGELES,FA0225478,CA,90020,OW0229740,HND WIDE CORP.,RESTAURANT (31-60) SEATS HIGH RISK,1635,UMAMI,ACTIVE,PR0180801
DAUCQJ0RD,12/01/2016 12:00:00 AM,LENNY'S BAKERY,96,A,1,ROUTINE INSPECTION,EE0000338,2379 WESTWOOD BLVD,LOS ANGELES,FA0034836,CA,90064,OW0000729,2379 WESTWOOD INVESTOR INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LENNY'S BAKERY,INACTIVE,PR0037728
