serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAZKMTEVQ,01/25/2017 12:00:00 AM,STARBUCKS COFFEE #21800,98,A,1,ROUTINE INSPECTION,EE0000724,5857 S CENTRAL AVE,LOS ANGELES,FA0159889,CA,90001,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS COFFEE #21800,ACTIVE,PR0147964
DA720MKK1,01/25/2017 12:00:00 AM,TEJUINOS RIVERA,90,A,1,ROUTINE INSPECTION,EE0001049,4727 WHITTIER BLVD,LOS ANGELES,FA0072009,CA,90022,OW0035228,"TEJUINOS GUADALAJARA, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,TEJUINOS RIVERA,ACTIVE,PR0012988
DADBNLLRK,01/25/2017 12:00:00 AM,TILA'S KITCHEN,90,A,1,ROUTINE INSPECTION,EE0000557,3909 WHITTIER BLVD,LOS ANGELES,FA0165712,CA,90023-2423,OW0128958,CRUZ ANTONIO GARCIA,RESTAURANT (0-30) SEATS HIGH RISK,1632,TILA'S KITCHEN,ACTIVE,PR0154047
DA8SVCZJ9,01/25/2017 12:00:00 AM,THE COFFEE BEAN & TEA LEAF,95,A,1,ROUTINE INSPECTION,EE0001048,1845 S LA CIENEGA BLVD # B,LOS ANGELES,FA0072177,CA,90035,OW0017025,INTERNATIONAL COFFEE & TEA LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,THE COFFEE BEAN & TEA LEAF,ACTIVE,PR0043908
DAASQUBI0,01/25/2017 12:00:00 AM,LITTLE TEMPLE,83,B,1,ROUTINE INSPECTION,EE0000904,4515 SANTA MONICA BLVD,LOS ANGELES,FA0035371,CA,90029,OW0035631,THE LITTLE TEMPLE LLC,RESTAURANT (31-60) SEATS LOW RISK,1633,LITTLE TEMPLE,ACTIVE,PR0013319
DA5T5F5YL,01/25/2017 12:00:00 AM,SOUPLANTATION # 19,96,A,1,ROUTINE INSPECTION,EE0000727,11911 SAN VICENTE BLVD STE #116,LOS ANGELES,FA0048234,CA,90049,OW0012891,GARDEN FRESH CORP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,SOUPLANTATION,INACTIVE,PR0046204
DAZILTCX1,01/25/2017 12:00:00 AM,HAPPY RICE CAKE HOUSE,90,A,1,ROUTINE INSPECTION,EE0000854,855 S WESTERN AVE,LOS ANGELES,FA0026809,CA,90005,OW0019397,"KIM, KYUNG SOOK",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HAPPY RICE CAKE HOUSE,ACTIVE,PR0044157
DASFE2FSQ,01/25/2017 12:00:00 AM,BOYLE HEIGHTS COFFEE,96,A,1,ROUTINE INSPECTION,EE0000740,1850 1/2 E 1ST ST,LOS ANGELES,FA0171456,CA,90033,OW0178533,BOYLE HEIGHTS COFFEE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BOYLE HEIGHTS COFFEE,ACTIVE,PR0163852
DA5HUG0WK,01/25/2017 12:00:00 AM,ODYS & PENELOPE SAMPLE MENU,90,A,1,ROUTINE INSPECTION,EE0000828,127 S LA BREA AVE,LOS ANGELES,FA0166270,CA,90036,OW0129439,"THE LA BREA TWO, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,ODYS & PENELOPE SAMPLE MENU,ACTIVE,PR0156525
DAU0XWQFF,01/25/2017 12:00:00 AM,INDIA JONES THE KITCHEN,94,A,1,ROUTINE INSPECTION,EE0000707,3670 BROADWAY PL,LOS ANGELES,FA0239794,CA,90007-4406,OW0236013,SUMANT PARDAL,RESTAURANT (0-30) SEATS HIGH RISK,1632,INDIA JONES THE KITCHEN,ACTIVE,PR0187786
DABFI7DMI,01/25/2017 12:00:00 AM,EDIBLE ARRANGEMENTS-1003,96,A,1,ROUTINE INSPECTION,EE0000869,3785 WILSHIRE BLVD STE 22,LOS ANGELES,FA0173691,CA,90010,OW0180446,CHOUDHRY EMPIRE INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,EDIBLE ARRANGEMENTS-1003,ACTIVE,PR0166474
DAA8KUZJR,01/25/2017 12:00:00 AM,SUSHI FUMI,92,A,1,ROUTINE INSPECTION,EE0000957,359 N LA CIENEGA BLVD,LOS ANGELES,FA0174656,CA,90048,OW0181294,WU KYUNG MOON,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUSHI FUMI,ACTIVE,PR0167685
DA50DYJ0J,01/25/2017 12:00:00 AM,GOLDEN CRANE EXPRESS,98,A,1,ROUTINE INSPECTION,EE0000723,808 S ALVARADO ST # A,LOS ANGELES,FA0242772,CA,90057,OW0238332,GOLDEN CRANE EXPRESS,RESTAURANT (0-30) SEATS HIGH RISK,1632,GOLDEN CRANE EXPRESS,ACTIVE,PR0190956
DA0STLHQC,01/25/2017 12:00:00 AM,LA PRESS,100,A,1,ROUTINE INSPECTION,EE0000871,824 S LA BREA AVE,LOS ANGELES,FA0242597,CA,90036,OW0238190,LOS ANGELES PRESS LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA PRESS,ACTIVE,PR0190789
DAFHOFSWR,01/25/2017 12:00:00 AM,TOM N TOMS-COFFEE,88,B,1,ROUTINE INSPECTION,EE0000869,3974 W WILSHIRE BLVD # 101,LOS ANGELES,FA0072704,CA,90010,OW0036139,TOM N TOMS WILSHIRE ONE LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,TOM N TOMS-COFFEE,INACTIVE,PR0001739
DAMML09HT,01/25/2017 12:00:00 AM,EL CIHUALTECO TAQUERIA,94,A,1,ROUTINE INSPECTION,EE0000721,2325 1/2 S SAN PEDRO ST,LOS ANGELES,FA0165896,CA,90011,OW0129125,MARIA AURELIA LOPEZ,RESTAURANT (0-30) SEATS HIGH RISK,1632,EL CIHUALTECO TAQUERIA,ACTIVE,PR0156076
DAO9ZXEHE,01/25/2017 12:00:00 AM,POPCORN CHICKEN,80,B,1,ROUTINE INSPECTION,EE0000338,2224 SAWTELLE BLVD,LOS ANGELES,FA0240676,CA,90064,OW0236730,YI BOA HUA XU  LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,POPCORN CHICKEN,ACTIVE,PR0188711
DAU0ZABYV,01/25/2017 12:00:00 AM,FAMILY ROOM,93,A,1,ROUTINE INSPECTION,EE0000958,12705 S MAIN ST,LOS ANGELES,FA0022609,CA,90061,OW0027864,PARKER JOANN,RESTAURANT (61-150) SEATS MODERATE RISK,1637,FAMILY ROOM,ACTIVE,PR0007818
DAFGDM4EQ,01/25/2017 12:00:00 AM,VINCENTI,97,A,1,ROUTINE INSPECTION,EE0000727,11930 SAN VICENTE BLVD,LOS ANGELES,FA0073534,CA,90049,OW0038000,"VINCENTI, MAUREEN",RESTAURANT (61-150) SEATS HIGH RISK,1638,VINCENTI,ACTIVE,PR0025115
DA0CHTUXM,01/25/2017 12:00:00 AM,THAI BEAM CUISINE,92,A,1,ROUTINE INSPECTION,EE0000740,4854 HUNTINGTON DR S,LOS ANGELES,FA0163713,CA,90032,OW0127269,NATTHAMON HIGHLEY,RESTAURANT (0-30) SEATS HIGH RISK,1632,THAI BEAM CUISINE,ACTIVE,PR0151943
DA8PQWEAX,01/25/2017 12:00:00 AM,DRAGON FLOWER,91,A,1,ROUTINE INSPECTION,EE0000904,3500 W SUNSET BLVD,LOS ANGELES,FA0242489,CA,90026-2106,OW0238095,MEI RESTAURANTS LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,DRAGON FLOWER,ACTIVE,PR0190666
DAHV0ZRWJ,01/25/2017 12:00:00 AM,SUBWAY,99,A,1,ROUTINE INSPECTION,EE0000869,635 S HOBART BLVD,LOS ANGELES,FA0071142,CA,90005,OW0005591,C G INVESTMENTS INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SUBWAY,ACTIVE,PR0047148
DAZROCCMB,01/25/2017 12:00:00 AM,LAS PALMAS SENIOR CITIZENS C,97,A,1,ROUTINE INSPECTION,EE0000822,1820 N LAS PALMAS AVE,LOS ANGELES,FA0034313,CA,90028,OW0033888,ST. BARNABAS SENIOR SERVICES,RESTAURANT (0-30) SEATS LOW RISK,1630,LAS PALMAS SENIOR CITIZENS C,ACTIVE,PR0025096
DAILSRR1G,01/25/2017 12:00:00 AM,EL 7 MARES SUNSET,93,A,1,ROUTINE INSPECTION,EE0000904,3143 W SUNSET BLVD,LOS ANGELES,FA0139093,CA,90026,OW0102352,"DARK CRUSTY & BUTTERY, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,EL 7 MARES SUNSET,ACTIVE,PR0123473
DAAT7IK1O,01/25/2017 12:00:00 AM,LILLY'S SNACKS & DELI,91,A,1,ROUTINE INSPECTION,EE0000871,4311 WILSHIRE BLVD # 102,LOS ANGELES,FA0242390,CA,90010,OW0238020,NAHED SIDAOUI,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LILLY'S SNACKS & DELI,ACTIVE,PR0190559
DAYDQUZGO,01/25/2017 12:00:00 AM,SUBWAY,98,A,1,ROUTINE INSPECTION,EE0000727,11733 BARRINGTON CT,LOS ANGELES,FA0071148,CA,90049,OW0011667,"FATAHI, SHOJA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY,ACTIVE,PR0039094
DAUJWAP08,01/25/2017 12:00:00 AM,TWIST,91,A,1,ROUTINE INSPECTION,EE0000871,344 S LA BREA AVE,LOS ANGELES,FA0136982,CA,90036,OW0099764,TWIST BAKE SHOP INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,TWIST,ACTIVE,PR0120974
DAMM9PULX,01/25/2017 12:00:00 AM,DAVES DELI,96,A,1,ROUTINE INSPECTION,EE0001049,213 S MEDNIK AVE,LOS ANGELES,FA0017898,CA,90022,OW0009479,DAVES DELI INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,DAVES DELI,ACTIVE,PR0032843
DACB3TVXU,01/25/2017 12:00:00 AM,TACOS EL GAVILAN,95,A,1,ROUTINE INSPECTION,EE0000707,4380 S BROADWAY,LOS ANGELES,FA0036150,CA,90037,OW0034771,TACOS EL GAVILAN INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,TACOS EL GAVILAN,ACTIVE,PR0012318
DAJGS0FXE,01/25/2017 12:00:00 AM,KING JERKEY,98,A,1,ROUTINE INSPECTION,EE0000854,730 S WESTERN AVE UNIT 104,LOS ANGELES,FA0242548,CA,90005,OW0238150,JOON KIM,RESTAURANT (0-30) SEATS MODERATE RISK,1631,KING JERKEY,ACTIVE,PR0190730
DALOSOUOO,01/25/2017 12:00:00 AM,CHURCH'S FRIED CHICKEN #1191,83,B,1,ROUTINE INSPECTION,EE0001025,6210 S BROADWAY,LOS ANGELES,FA0015191,CA,90003,OW0004505,"BEST AMERICAN HOSPITALITY, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CHURCH'S FRIED CHICKEN #1191,ACTIVE,PR0047352
DAD4OMLUF,01/25/2017 12:00:00 AM,ELECTRIC KARMA,90,A,1,ROUTINE INSPECTION,EE0000468,8222 1/2 W 3RD ST,LOS ANGELES,FA0061682,CA,90048,OW0018931,"KHINDRA ENTERPRISES, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,ELECTRIC KARMA,ACTIVE,PR0033357
DA0VLYK45,01/25/2017 12:00:00 AM,KREATION JUICERY,95,A,1,ROUTINE INSPECTION,EE0000727,151 S BARRINGTON PL,LOS ANGELES,FA0159972,CA,90049,OW0124962,KREATION & 151 S. BRTN INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,KREATION JUICERY,ACTIVE,PR0148054
DAJHZSF4G,01/25/2017 12:00:00 AM,MICHOACAN ICE CREAM,97,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000884,2271 W PICO BLVD,LOS ANGELES,FA0179266,CA,90006,OW0184847,JESUS B. BARRAGAN,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MICHOACAN ICE CREAM,ACTIVE,PR0172844
DA7QCH79P,01/25/2017 12:00:00 AM,UBATUBA ACAI KOREATOWN,99,A,1,ROUTINE INSPECTION,EE0000869,549 S WESTERN AVE,LOS ANGELES,FA0159513,CA,90020,OW0124526,UBATUBA ACAI KOREATOWN LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,UBATUBA ACAI KOREATOWN,ACTIVE,PR0147576
DA0FBQ3QP,01/25/2017 12:00:00 AM,MEL'S FISH EXPRESS,94,A,1,ROUTINE INSPECTION,EE0000176,4524 W JEFFERSON BLVD,LOS ANGELES,FA0038964,CA,90016,OW0024157,MEL'S FISH EXPRESS LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,MEL'S FISH EXPRESS,ACTIVE,PR0010781
DARQA7TPJ,01/25/2017 12:00:00 AM,BOBA STORY,91,A,1,ROUTINE INSPECTION,EE0000854,701 S WESTERN AVE,LOS ANGELES,FA0160135,CA,90005-3113,OW0125116,"KIM VIKING, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BOBA STORY,ACTIVE,PR0148218
DA0LT7I2H,01/25/2017 12:00:00 AM,MR BOBA,90,A,1,ROUTINE INSPECTION,EE0000854,700 WESTERN AVE # 102,LOS ANGELES,FA0165178,CA,90005,OW0128461,MR BOBA INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MR BOBA,INACTIVE,PR0153497
DA41CAAI7,01/25/2017 12:00:00 AM,DA POKE SPOT,93,A,1,ROUTINE INSPECTION,EE0001014,12746 W JEFFERSON BLVD,LOS ANGELES,FA0242846,CA,90094,OW0238392,DPS PLAYA INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,DA POKE SPOT,ACTIVE,PR0191034
DADV17CTK,01/25/2017 12:00:00 AM,SUNNIN LEBANESE CAFE,94,A,1,ROUTINE INSPECTION,EE0000924,1776 WESTWOOD BLVD,LOS ANGELES,FA0035063,CA,90024,OW0034352,"SUNNIN LEBANESE CAFE, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUNNIN LEBANESE CAFE,ACTIVE,PR0029118
DA6OUTXCX,01/25/2017 12:00:00 AM,CALIMEX DELI,93,A,1,ROUTINE INSPECTION,EE0001049,711 1/2 S KERN AVE,LOS ANGELES,FA0226472,CA,90022,OW0024059,"MEDRANO, BELEN",RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIMEX DELI,ACTIVE,PR0181798
