serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAHHEU0HC,03/30/2018 12:00:00 AM,MADAME MONSIEUR,90,A,1,ROUTINE INSPECTION,EE0000721,512 W 6TH ST,LOS ANGELES,FA0163135,CA,90014,OW0126803,ABK3 ENTERPRISES LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MADAME MONSIEUR,ACTIVE,PR0151318
DAFWEKIMH,03/30/2018 12:00:00 AM,LA PERGOLETTO DELI,94,A,1,ROUTINE INSPECTION,EE0000846,1800 1/2 HILLHURST AVE,LOS ANGELES,FA0257916,CA,90027,OW0126873,P AND C LITTLE BLUE HOUSE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA PERGOLETTO DELI,ACTIVE,PR0207867
DAOCBLX0K,03/30/2018 12:00:00 AM,NORTHGATE MARKET,98,A,1,ROUTINE INSPECTION,EE0000884,2323 W OLYMPIC BLVD,LOS ANGELES,FA0026579,CA,90006,OW0026268,NORTHGATE GONZALEZ LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,NORTHGATE TORTILLERIA,ACTIVE,PR0005611
DATEECGX1,03/30/2018 12:00:00 AM,PIZZA HUT #26183,96,A,1,ROUTINE INSPECTION,EE0000733,6312 W 89TH ST,LOS ANGELES,FA0049668,CA,90045,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT,ACTIVE,PR0028252
DA7E0XYSS,03/30/2018 12:00:00 AM,KOBUNGA KOREAN GRILL,97,A,1,ROUTINE INSPECTION,EE0000117,929 W JEFFERSON BLVD,LOS ANGELES,FA0258130,CA,90089,OW0238756,"KOBUNGA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,KOBUNGA KOREAN GRILL,ACTIVE,PR0208117
DAWD09XJ4,03/30/2018 12:00:00 AM,LA MICHOACANA COLD DELIGHTS,100,A,1,ROUTINE INSPECTION,EE0000800,2807 S VERMONT AVE,LOS ANGELES,FA0251703,CA,90007,OW0245602,ALFREDO ALEXANDER MARTINEZ,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA MICHOACANA COLD DELIGHTS,ACTIVE,PR0200881
DAWOZR8QA,03/30/2018 12:00:00 AM,BIG 8,93,A,1,ROUTINE INSPECTION,EE0000857,5445 HOLLYWOOD BLVD STE A,LOS ANGELES,FA0255809,CA,90027,OW0248664,BIG EIGHT INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,BIG 8,ACTIVE,PR0205532
DAJ3EC2QM,03/30/2018 12:00:00 AM,RALPHS MARKET #210,90,A,1,ROUTINE INSPECTION,EE0000338,11727 W OLYMPIC BLVD,LOS ANGELES,FA0045842,CA,90064,OW0029458,RALPHS GROCERY COMPANY,RESTAURANT (0-30) SEATS HIGH RISK,1632,RALPHS MARKET DELI,ACTIVE,PR0013258
DA08R0TCU,03/30/2018 12:00:00 AM,KRUANG TEDD,92,A,1,ROUTINE INSPECTION,EE0000857,5151 HOLLYWOOD BLVD,LOS ANGELES,FA0064949,CA,90027,OW0001034,5151 HOLLYWOOD LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,KRUANG TEDD,ACTIVE,PR0031205
DAELA42J3,03/30/2018 12:00:00 AM,SPROUTS FARMERS MARKET#403,94,A,1,ROUTINE INSPECTION,EE0000162,2245 YOSEMITE DR,LOS ANGELES,FA0224114,CA,90041-2618,OW0033830,"SPROUTS, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,DELI,ACTIVE,PR0179288
